Title	Authors	Pdf	Presentation	Volume_Name	Notes
	Machine Translation of Bi-lingual Hindi-English Text R. Mahesh K. Sinha and Anil Thakur	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Dealing with Replicative Words in Hindi for Machine Translation to English R. Mahesh and K. Sinha and Anil Thakur	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	SEM-I Rational MT Enriching Deep Grammars with a Semantic Interface for Scalable Machine Translation Dan Flickinger and Jan Tore Lønning and Helge Dyvik and Stephan Oepen and Francis Bond	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	DEMOCRAT Deciding between Multiple Outputs Created by Automatic Translation Menno van Zaanen and Harold Somers	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Customizing a Korean-English MT System for Patent Translation Munpyo Hong and Young-Gil Kim and Chang-Hyun Kim and Seong-Il Yang and Young-Ae Seo and Cheol Ryu and Sang-Kyu Park	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Practicing Controlled Language through a Help System integrated into the Medical Speech Translation System Marianne Starlander and Pierrette Bouillon and Nikos Chatzichrisafis and Marianne Santaholma and Manny Rayner and Beth Ann Hockey and Hitoshi Isahara and Kyoko Kanzaki and Yukie Nakao	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	The FAME Speech-to-Speech Translation System for Catalan and English and Spanish Victoria Arranz and Elisabet Comelles and David Farwell	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Assessing Degradation of Spoken Language Translation by Measuring Speech Recognizer's Output against Non-native Speakers' Listening Capabilities Toshiyuki Takezawa and Keiji Yasuda and Masahide Mizushima and Genichiro Kikui	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Integration of SYSTRAN MT Systems in an Open Workflow Mats Attnäs and Pierre Senellart and Jean Senellart	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Probabilistic Model for Example-based Machine Translation Eiji Aramaki and Sadao Kurohashi and Hideki Kashioka and Naoto Kato	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Low Cost Portability for Statistical Machine Translation based on N-gram Coverage Matthias Eck and Stephan Vogel and Alex Waibel	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Automatic Rating of Machine Translatability Kiyotaka Uchimoto and Naoko Hayashida and Toru Ishida and Hitoshi Isahara	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Learning Phrase Translation using Level of Detail Approach Hendra Setiawan and Haizhou Li and Min Zhang	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	PESA Phrase Pair Extraction as Sentence Splitting Stephan Vogel	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Statistical Machine Translation of European Parliamentary Speeches David Vilar and Evgeny Matusov and Sasa Hasan and Richard Zens and Hermann Ney	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Practical Approach to Syntax-based Statistical Machine Translation Kenji Imamura and Hideo Okuma and Eiichiro Sumita	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Bilingual N-gram Statistical Machine Translation José B. Mariño and Rafael E. Banchs and Josep M. Crego and Adrià de Gispert and Patrik Lambert and José A. R. Fonollosa and Marta Ruiz	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Reordered Search and Tuple Unfolding for Ngram-based SMT Josep M. Crego and José B. Mariño and Adrià de Gispert	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	Improving Online Machine Translation Systems Bart Mellebeek and Anna Khasin and Karolina Owczarzak and Josef Van Genabith and Andy Way	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
	The Effect of Adding Rules into the Rule-based MT System Zhu Jiang and Wang Haifeng	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
Cognates and Word Alignment in Bitexts	Grzegorz Kondrak	http://www.mt-archive.info/05/MTS-2005-Kondrak.pdf			Main conference papers
	Boosting Statistical Word Alignment Hua Wu and Haifeng Wang	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Main conference papers
Tracing Translations in the Making	Elliott Macklovitch and Ngoc Tran Nguyen and Guy Lapalme	http://www.mt-archive.info/05/MTS-2005-Macklovitch.pdf			Posters
Thai Word Segmentation a Lexical Semantic Approach	Krisda Khankasikam and Nuttanart Muansuwqan	http://www.mt-archive.info/05/MTS-2005-Khankasikam.pdf			Posters
Japanese Language Analaysis for Syntactic Tree Mining to Extract Characteristic Contents	Yohsuke Sakao and Takahiro Ikeda and Kenji Satoh and Susumu Akamine	http://www.mt-archive.info/05/MTS-2005-Sakao.pdf			Posters
Divergence Patterns in Machine Translation between Hindi and English	R. Mahesh K. Sinha and Anil Thakur	http://www.mt-archive.info/05/MTS-2005-Sinha-3.pdf			Posters
Language and Encoding Scheme Identification of Extremely Large Sets of Multilingual Text	Pavol Zavarsky and Yoshiki Mikami and Shota Wada	http://www.mt-archive.info/05/MTS-2005-Zavarsky.pdf			Posters
Handling ki in Hindi for Hindi-English MT	R. Mahesh K. Sinha and Anil Thakur	http://www.mt-archive.info/05/MTS-2005-Sinha-4.pdf			Posters
Improving Translation Memory with Word Alignment Information	Hua Wu and Haifeng Wang and Zhanyi Liu and Kai Tang	http://www.mt-archive.info/05/MTS-2005-Wu-2.pdf			Posters
A Phrasal EBMT System for Translating English to Bengali	Sudip Kumar Naskar and Sivaji Bandyopadhyay	http://www.mt-archive.info/05/MTS-2005-Naskar-1.pdf			Posters
An MT System Recycled	Ondřej Bojar and Petr Homola and Vladislav Kuboň	http://www.mt-archive.info/05/MTS-2005-Bojar.pdf			Posters
Semi-Automated Elicitation Corpus Generation	Alison Alvarez and Lori Levin and Robert Frederking and Erik Peterson and Jeff Good	http://www.mt-archive.info/05/MTS-2005-Alvarez.pdf			Posters
Data Inferred Multi-word Expressions for Statistical Machine Translation	Patrick Lambert and Rafael Banchs	http://www.mt-archive.info/05/MTS-2005-Lambert.pdf			Posters
PARSIT-TE: Online Thai-English Machine Translation	Teerapong Modhiran and Krit Kosawat and Supon Klaithin and Monthika Boriboon and Thepchai Supnithi	http://www.mt-archive.info/05/MTS-2005-Modhiran.pdf			Posters
Estimating the predictive Power of N-gram MT Evaluation Metrics across Language and Text Types	Bogdan Babych and Anthony Hartley and Debbie Elliott	http://www.mt-archive.info/05/MTS-2005-Babych.pdf			Posters
A Useful-based Evaluation of Reading Support Systems: Comprehension, Reading Speed and Effective Speed	Katsunori Kotani and Takehiko Yoshimi and Takeshi Kutsumi and Ichiko Sata and Hiroshi Isahara	http://www.mt-archive.info/05/MTS-2005-Kotani.pdf			Posters
Word Alignment Viewer for Long Sentences	Hideki Kashioka	http://www.mt-archive.info/05/MTS-2005-Kashioka.pdf			Posters
Comparative Study on Japanese and Uyghur Grammars for an English-Uyghur Machine Translation System	Polat Kadir and Koichi Yamada and Hiroshi Kinukawa	http://www.mt-archive.info/05/MTS-2005-Kadir.pdf			Posters
Rapid Ramp-up for Statistical Machine Translation: Minimal Training for Maximal Coverage	Hemali Majithia and Philip Rennart and Evelyne Tzoukermann	http://www.mt-archive.info/05/MTS-2005-Majithia.pdf			Posters
Input Normalization for an English-to-Chinese SMS Translation System	Aw AiTi and Zhang Min and Yeo PohKhim and Fan ZhenZhen and Su Jian	http://www.mt-archive.info/05/MTS-2005-Aw.pdf			Posters
A Look inside the ITC-irst SMT System	M. Cettolo and M. Federico and N. Bertholdi and R. Cattoni and B. Chen	http://www.mt-archive.info/05/MTS-2005-Cettolo.pdf			Posters
Computer-Assisted Multingual E-communication in a Variety of Application Areas	Adriane Rinsche	http://www.mt-archive.info/05/MTS-2005-Rinsche.pdf			Posters
Use of Machine Translation in India: Current Status	Sudip Naskar and Sivaji Bandyopadhyay	http://www.mt-archive.info/05/MTS-2005-Naskar-2.pdf			Posters
Usability Considerations for a Cellular-based Text Translator	Leslie Barrett and Robert Levin	http://www.mt-archive.info/05/MTS-2005-Barrett.pdf			Posters
	The Open A.I. KitTM General Machine Learning Modules from Statistical Machine Translation Daniel J. Walker	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Open-source machine translation
	An Open Architecture for Transfer-based Machine Translation between Spanish and Basque Iñaki Alegria and Arantza Diaz de Ilarraza and Gorka Labaka and Mikel Lersundi and Aingeru Mayor and Kepa Sarasola and Mikel L. Forcada and Sergio Ortiz-Rojas and Lluís Padró	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Open-source machine translation
	Open Source Machine Translation with DELPH-IN Francis Bond and Stephan Oepen and Melanie Siegel and Ann Copestake and Dan Flickinger	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Open-source machine translation
	An Open-Source Shallow-Transfer Machine Translation Toolbox Consequences of Its Release and Availability Carme Armentano-Oller and Antonio M. Corbí-Bellot and Mikel L. Forcada and Mireia Ginestí-Rosell and Boyan Bonev and Sergio Ortiz-Rojas and Juan Antonio Pérez-Ortiz and Gema Ramírez-Sánchez and Felipe Sánchez-Martínez	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Open-source machine translation
	An n-gram Approach to Exploiting a Monolingual Corpus for Machine Translation Toni Badia and Gemma Boleda and Maite Melero and Antoni Oliver	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Context-sensitive Retrieval for Example-based Translation Ralf Brown	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Reversible Template-based Shake and Bake Generation Michel Carl and Paul Schmidt and Jörg Schütz	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Learning Translation Templates with Type Constraints Ilyas Cicekli	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	The Influence of Example-data Homogeneity on EBMT Quality Etienne Denoual	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	METISII Example-based Machine Translation Using Monolingual Corpora­System Description Peter Dirix and Ineke Schuurman and Vincent Vandeghinste	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Graph-based Retrieval for Example-based Machine Translation Using Edit-distance Takao Doi and Hirofumi Yamamoto and Eiichiro Sumita	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Assembling a Parallel Corpus from RSS News Feeds John Fry	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Towards a Definition of Example-based Machine Translation John Hutchins	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	EBMT by Tree-Phrasing a Pilot Study Philippe Langlais and Fabrizio Gotti and Didier Bourigault and Claude Coulombe	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	The 'purest' EBMT System Ever Built No Variables and No Templates and No Training and Examples and Just Examples and Only Examples Yves Lepage and Etienne Denoual	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Monolingual Corpus-based MT Using Chunks Stella Markantonatou and Sokratis Sofianopoulos and Vassiliki Spilioti and Yiorgos Tambouratzis and Marina Vassiliou and Olga Yannoutsou and Nikos Ioannou	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Dependency Treelet Translation The Convergence of Statistical and Example-based Machine-translation? Arul Menezes and Chris Quirk	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	An Example-Based Approach to Translating Sign Language Sara Morrissey and Andy Way	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	A Machine Learning Approach to Hypotheses Selection of Greedy Decoding for SMT Michael Paul and Eiichiro Sumita and Seiichi Yamamoto	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	A Semantics-based English-Bengali EBMT System for Translating News Headlines Diganta Saha and Sivaji Bandyopadhyay	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	Example-based Translation Without Parallel Corpora First Experiments on a Prototype Vincent Vandeghinste and Peter Dirix and Ineke Schuurman	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Example-based machine translation
	A Human-Aided Machine Translation System for Japanese-English Patent Translation Christoph Neumann	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Embedding MT for Generating Patent Claims in English from a Multilingual Interface Svetlana Sheremetyeva	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Classification of Modified Relationships in Japanese Patent Sentences Shoichi Yokoyama and Yuya Kaneda	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Constant-Sense Connection Paths Einat H. Nir and Geoffrey L. Melnick	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Quality Analysis of Patent Parallel Corpus by the Scale Isamu Okada and Shinichiro Miyazawa and Kazunari Ishida and Nobuhiko Shimizu and Toshizumi Ohta	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	"""Less and Easier and Quicker"" in Language Acquisition for Patent MT Svetlana Sheremetyeva"	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Domain Dependence of Lexical Translation A Case Study of Patent Abstracts Hiroyuki Kaji	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Finding Translation Candidates from Patent Corpus Sayori Shimohata	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Terminology Construction Workflow for Korean-English Patent MT Young-Gil Kim and Seong-Il Yang and Munpyo Hong and Chang-Hyun Kim and Young-Ae Seo and Cheol Ryu and Sang-Kyu Park and Se-Young Park	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Patent translation
	Invited Talk Ontologies for Crosslingual Applications Hans Uszkoreit	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Semantic Web technologies for machine translation
	Cross-lingual Retrieval in Semantic Web Cristina Vertan	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Semantic Web technologies for machine translation
	Challenges for the Multilingual Semantic Web Walther v. Hahn and Cristina Vertan	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Semantic Web technologies for machine translation
	Lexical Sets and Text-Processing Christian Champendal and Thierry Pitarque	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Semantic Web technologies for machine translation
	A First Step in Integrating an EBMT into the Semantic Web Natalia Elita and Antonina Birladeanu	http://www.mt-archive.info/05/MTS-2005-TOC.htm			Semantic Web technologies for machine translation
Statistical Machine Translation: Foundations and Recent Advances	Franz Josef Och	http://www.mt-archive.info/05/MTS-2005-Och.pdf			Tutorial Notes
